Response ID,Rated Level,Correctness Bughunt 1,Timing Bughunt 1,Timing Correct Bughunt 1,Timing Incorrect Bughunt 1,Correctness Bughunt 2,Timing Bughunt 2,Timing Correct Bughunt 2,Timing Incorrect Bughunt 2,Correctness Bughunt 3,Timing Bughunt 3,Timing Correct Bughunt 3,Timing Incorrect Bughunt 3,Correctness Bughunt 4,Timing Bughunt 4,Timing Correct Bughunt 4,Timing Incorrect Bughunt 4,Correctness Bughunt 5,Timing Bughunt 5,Timing Correct Bughunt 5,Timing Incorrect Bughunt 5,Correctness Bughunt 6,Timing Bughunt 6,Timing Correct Bughunt 6,Timing Incorrect Bughunt 6,Correctness Bughunt 7,Timing Bughunt 7,Timing Correct Bughunt 7,Timing Incorrect Bughunt 7,Correctness Bughunt 8,Timing bug hunt 8,Timing Correct Bughunt 8,Timing Incorrect Bughunt 8,Correctness Bughunt 9,Timing Bughunt 9,Timing Correct Bughunt 9,Timing Incorrect Bughunt 9,Correctness Bughunt 10,Timing Bughunt 10,Timing Correct Bughunt 10,Timing Incorrect Bughunt 10,Correctness Bughunt 11,Timing Bughunt 11,Timing Correct Bughunt 11,Timing Incorrect Bughunt 11,Correctness Bughunt 12,Timing Bughunt 12,Timing Correct Bughunt 12,Timing Incorrect Bughunt 12,Correctness Bughunt 13,Timing Bughunt 13,Timing Correct Bughunt 13,Timing Incorrect Bughunt 13,Correctness Bughunt 14,Timing Bughunt 14,Timing Correct Bughunt 14,Timing Incorrect Bughunt 14,Correctness Bughunt 15,Timing Bughunt 15,Timing Correct Bughunt 15,Timing Incorrect Bughunt 15,Correctness Bughunt 16,Timing Bughunt 16,Timing Correct Bughunt 16,Timing Incorrect Bughunt 16,Kimchi refactor Timings ALL,Participant Self-Selected Proposal,Preference for 1,Preference for 2,Correctness of implementation (Any),Proposal 1 Implementation Correct,Proposal 1 Implementation Responded,Proposal 1 Implementation Timing Correct,Proposal 1 Implementation Timing Incorrect,Proposal 2 Implementation Correct,Proposal 2 Implementation Total Participants,Proposal 2 Implementation Timing Correct,Proposal 2 Implementation Timing Incorrect
894,1,,,,0,,,,0,,,,0,1,299,299,,,,,0,,,,0,0,168,,168,,,,0,,,,0,,,,0,,,,0,0,85,,85,,,,0,,,,0,,,,0,,,,0,531,2,0,1,0,0,0,,,0,1,,531
896,2,,,,0,,,,0,,,,0,1,150,150,,,,,0,,,,0,1,388,388,,,,,0,,,,0,,,,0,,,,0,1,58,58,,,,,0,,,,0,,,,0,,,,0,218,2,0,1,1,0,0,,,1,1,218,
897,2,,,,0,,,,0,,,,0,1,409,409,,,,,0,,,,0,0,7744,,7744,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,316,2,0,0,0,0,0,,,0,1,,316
898,2,1,88,88,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,112,112,,,,,0,,,,0,,,,0,,,,0,398,1,0,0,1,1,1,398,,0,0,,
899,2,1,118,118,,,,,0,,,,0,,,,0,,,,0,,,,0,0,109,,109,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,167,2,0,0,1,0,0,,,1,1,167,
900,0,,,,0,,,,0,,,,0,1,91,91,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,89,89,,,,,0,,,,0,,,,0,,,,0,174,1,0,0,1,1,1,174,,0,0,,
901,1,1,179,179,,,,,0,,,,0,0,59,,59,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,,0,0,,,0,0,,
905,1,,,,0,,,,0,,,,0,1,233,233,,,,,0,,,,0,0,1277,,1277,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,130,2,0,0,0,0,0,,,0,1,,130
906,2,1,326,326,,,,,0,,,,0,,,,0,,,,0,,,,0,1,143,143,,,,,0,,,,0,,,,0,,,,0,1,96,96,,,,,0,,,,0,,,,0,,,,0,289,2,0,1,1,0,0,,,1,1,289,
909,1,1,165,165,,,,,0,,,,0,,,,0,,,,0,,,,0,1,331,331,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,309,2,0,0,1,0,0,,,1,1,309,
912,1,1,463,463,,,,,0,,,,0,,,,0,,,,0,,,,0,1,104,104,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,340,2,0,0,1,0,0,,,1,1,340,
914,1,,,,0,,,,0,,,,0,1,112,112,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,36,36,,,,,0,,,,0,,,,0,,,,0,373,1,0,0,1,1,1,373,,0,0,,
917,1,,,,0,,,,0,,,,0,1,226,226,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,91,91,,,,,0,,,,0,,,,0,,,,0,6186,1,0,0,1,1,1,6186,,0,0,,
919,1,,,,0,,,,0,,,,0,1,16,16,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,50,50,,,,,0,,,,0,,,,0,,,,0,363,1,0,0,1,1,1,363,,0,0,,
923,2,1,217,217,,,,,0,,,,0,1,73,73,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
925,1,1,172,172,,,,,0,,,,0,,,,0,,,,0,,,,0,1,191,191,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,204,2,0,0,1,0,0,,,1,1,204,
928,2,,,,0,,,,0,,,,0,1,254,254,,,,,0,,,,0,1,109,109,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,341,2,0,0,1,0,0,,,1,1,341,
932,1,1,25,25,,,,,0,,,,0,,,,0,,,,0,,,,0,1,198,198,,,,,0,,,,0,,,,0,,,,0,1,40,40,,,,,0,,,,0,,,,0,,,,0,305,2,0,1,1,0,0,,,1,1,305,
936,0,,,,0,,,,0,,,,0,1,580,580,,,,,0,,,,0,1,247,247,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,256,2,0,0,1,0,0,,,1,1,256,
938,0,,,,0,,,,0,,,,0,1,107,107,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,42,42,,,,,0,,,,0,,,,0,,,,0,163,1,0,0,0,0,1,,163,0,0,,
939,1,,,,0,,,,0,,,,0,1,230,230,,,,,0,,,,0,1,187,187,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,446,2,0,0,1,0,0,,,1,1,446,
940,0,,,,0,,,,0,,,,0,1,103,103,,,,,0,,,,0,0,187,,187,,,,0,,,,0,,,,0,,,,0,1,65,65,,,,,0,,,,0,,,,0,,,,0,225,1,1,0,0,0,1,,225,0,0,,
941,1,1,196,196,,,,,0,,,,0,,,,0,,,,0,,,,0,1,278,278,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,184,2,0,0,1,0,0,,,1,1,184,
944,0,,,,0,,,,0,,,,0,0,137,,137,,,,0,,,,0,0,146,,146,,,,0,,,,0,,,,0,,,,0,1,142,142,,,,,0,,,,0,,,,0,,,,0,308,2,0,1,1,0,0,,,1,1,308,
947,1,1,3376,3376,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,27,27,,,,,0,,,,0,,,,0,,,,0,204,1,0,0,1,1,1,204,,0,0,,
957,2,,,,0,,,,0,,,,0,1,200,200,,,,,0,,,,0,1,153,153,,,,,0,,,,0,,,,0,,,,0,1,83,83,,,,,0,,,,0,,,,0,,,,0,499,1,1,0,1,1,1,499,,0,0,,
959,1,1,100,100,,,,,0,,,,0,,,,0,,,,0,,,,0,1,94,94,,,,,0,,,,0,,,,0,,,,0,1,44,44,,,,,0,,,,0,,,,0,,,,0,196,2,0,1,1,0,0,,,1,1,196,
960,0,1,118,118,,,,,0,,,,0,,,,0,,,,0,,,,0,1,154,154,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,383,2,0,0,1,0,0,,,1,1,383,
961,2,,,,0,,,,0,,,,0,1,403,403,,,,,0,,,,0,1,554,554,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,279,2,0,0,1,0,0,,,1,1,279,
962,1,,,,0,,,,0,,,,0,1,360,360,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,60,60,,,,,0,,,,0,,,,0,,,,0,94,,0,0,,0,1,,94,0,0,,
968,0,,,,0,,,,0,,,,0,1,184,184,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,51,51,,,,,0,,,,0,,,,0,,,,0,256,1,0,0,1,1,1,256,,0,0,,
969,0,1,131,131,,,,,0,,,,0,,,,0,,,,0,,,,0,1,126,126,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,323,2,0,0,1,0,0,,,1,1,323,
972,1,1,2065,2065,,,,,0,,,,0,,,,0,,,,0,,,,0,1,537,537,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,370,2,0,0,1,0,0,,,1,1,370,
975,1,,,,0,,,,0,,,,0,1,169,169,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,65,65,,,,,0,,,,0,,,,0,,,,0,672,1,0,0,1,1,1,672,,0,0,,
976,2,,,,0,,,,0,,,,0,1,78,78,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,32,32,,,,,0,,,,0,,,,0,,,,0,241,1,0,0,1,1,1,241,,0,0,,
981,2,1,100,100,,,,,0,,,,0,1,140,140,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
982,1,0,100,,100,,,,0,,,,0,,,,0,,,,0,,,,0,0,66,,66,,,,0,,,,0,,,,0,,,,0,0,26,,26,,,,0,,,,0,,,,0,,,,0,46,,0,0,,0,0,,,0,0,,
984,1,,,,0,,,,0,,,,0,,34,,34,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,31,31,,,,,0,,,,0,,,,0,,,,0,20,,0,0,,0,1,,20,0,0,,
985,1,,,,0,,,,0,,,,0,1,85,85,,,,,0,,,,0,1,152,152,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,239,2,0,0,1,0,0,,,1,1,239,
986,1,1,163,163,,,,,0,,,,0,,,,0,,,,0,,,,0,0,63626,,63626,,,,0,,,,0,,,,0,,,,0,1,51,51,,,,,0,,,,0,,,,0,,,,0,303,2,0,1,1,0,0,,,1,1,303,
987,0,,,,0,,,,0,,,,0,1,196,196,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,64,64,,,,,0,,,,0,,,,0,,,,0,97,,0,0,,0,1,,97,0,0,,
989,2,1,339,339,,,,,0,,,,0,,,,0,,,,0,,,,0,1,136,136,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,270,2,0,0,1,0,0,,,1,1,270,
990,1,,,,0,,,,0,,,,0,1,135,135,,,,,0,,,,0,0,321,,321,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,372,2,0,0,0,0,0,,,0,1,,372
991,1,1,499,499,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,52,52,,,,,0,,,,0,,,,0,,,,0,511,1,0,0,1,1,1,511,,0,0,,
994,1,,,,0,,,,0,,,,0,1,1010,1010,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,166,166,,,,,0,,,,0,,,,0,,,,0,508,1,0,0,1,1,1,508,,0,0,,
997,1,,,,0,,,,0,,,,0,1,146,146,,,,,0,,,,0,1,77,77,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,99,2,0,0,1,0,0,,,1,1,99,
999,1,,,,0,,,,0,,,,0,1,289,289,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,126,126,,,,,0,,,,0,,,,0,,,,0,1215,1,0,0,1,1,1,1215,,0,0,,
1003,0,,,,0,,,,0,,,,0,1,136,136,,,,,0,,,,0,0,48,,48,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,69,,0,0,,0,0,,,0,1,,69
1004,1,1,160,160,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,91,91,,,,,0,,,,0,,,,0,,,,0,88,,0,0,,0,1,,88,0,0,,
1007,1,,,,0,,,,0,,,,0,1,197,197,,,,,0,,,,0,0,73,,73,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,77,,0,0,,0,0,,,0,1,,77
1013,1,1,114,114,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,123,123,,,,,0,,,,0,,,,0,,,,0,333,1,0,0,1,1,1,333,,0,0,,
1014,1,,,,0,,,,0,,,,0,1,230,230,,,,,0,,,,0,0,318,,318,,,,0,,,,0,,,,0,,,,0,1,102,102,,,,,0,,,,0,,,,0,,,,0,376,1,1,0,1,1,1,376,,0,0,,
1017,1,,,,0,,,,0,,,,0,1,258,258,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,98,98,,,,,0,,,,0,,,,0,,,,0,150,,0,0,,0,1,,150,0,0,,
1018,2,,,,0,,,,0,,,,0,1,150,150,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,98,,98,,,,0,,,,0,,,,0,,,,0,150,,0,0,,0,1,,150,0,0,,
1019,1,1,112,112,,,,,0,,,,0,,,,0,,,,0,,,,0,1,162,162,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,402,2,0,0,1,0,0,,,1,1,402,
1020,1,1,197,197,,,,,0,,,,0,,,,0,,,,0,,,,0,0,709,,709,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,49,,0,0,,0,0,,,0,1,,49
1021,0,1,205,205,,,,,0,,,,0,,,,0,,,,0,,,,0,0,131,,131,,,,0,,,,0,,,,0,,,,0,1,47,47,,,,,0,,,,0,,,,0,,,,0,315,2,0,1,1,0,0,,,1,1,315,
1024,2,,,,0,,,,0,,,,0,1,74,74,,,,,0,,,,0,0,66,,66,,,,0,,,,0,,,,0,,,,0,1,25,25,,,,,0,,,,0,,,,0,,,,0,210,1,1,0,1,1,1,210,,0,0,,
1025,2,1,285,285,,,,,0,,,,0,,,,0,,,,0,,,,0,1,83,83,,,,,0,,,,0,,,,0,,,,0,1,55,55,,,,,0,,,,0,,,,0,,,,0,174,,0,0,,0,0,,,0,0,,
1026,2,,,,0,,,,0,,,,0,1,137,137,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,45,45,,,,,0,,,,0,,,,0,,,,0,124,1,0,0,0,0,1,,124,0,0,,
1028,0,,,,0,,,,0,,,,0,1,80,80,,,,,0,,,,0,1,87,87,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,331,2,0,0,0,0,0,,,0,1,,331
1030,2,1,150,150,,,,,0,,,,0,1,46,46,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
1031,1,1,69,69,,,,,0,,,,0,,,,0,,,,0,,,,0,1,87,87,,,,,0,,,,0,,,,0,,,,0,1,22,22,,,,,0,,,,0,,,,0,,,,0,166,1,1,0,1,1,1,166,,0,0,,
1035,1,1,632,632,,,,,0,,,,0,,,,0,,,,0,,,,0,0,216,,216,,,,0,,,,0,,,,0,,,,0,0,79,,79,,,,0,,,,0,,,,0,,,,0,629,2,0,1,0,0,0,,,0,1,,629
1038,0,,,,0,,,,0,,,,0,1,440,440,,,,,0,,,,0,1,206,206,,,,,0,,,,0,,,,0,,,,0,1,49,49,,,,,0,,,,0,,,,0,,,,0,232,2,0,1,1,0,0,,,1,1,232,
1040,2,1,166,166,,,,,0,,,,0,1,105,105,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
1041,0,1,406,406,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,191,191,,,,,0,,,,0,,,,0,,,,0,868,1,0,0,1,1,1,868,,0,0,,
1042,1,1,94,94,,,,,0,,,,0,,,,0,,,,0,,,,0,1,37,37,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,365,2,0,0,1,0,0,,,1,1,365,
1043,2,,,,0,,,,0,,,,0,0,303,,303,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,116,,116,,,,0,,,,0,,,,0,,,,0,2269830,,0,0,,0,1,,,0,0,,
1045,0,,,,0,,,,0,,,,0,0,260,,260,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,44,44,,,,,0,,,,0,,,,0,,,,0,559,1,0,0,1,1,1,559,,0,0,,
1050,0,1,177,177,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,54,54,,,,,0,,,,0,,,,0,,,,0,280,1,0,0,1,1,1,280,,0,0,,
1052,1,1,47,47,,,,,0,,,,0,1,51,51,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,5,1,0,0,1,0,0,,,0,0,,
1053,1,1,103,103,,,,,0,,,,0,,,,0,,,,0,,,,0,0,192,,192,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,313,2,0,0,0,0,0,,,0,1,,313
1055,1,1,120,120,,,,,0,,,,0,1,108,108,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
1059,1,,6,,6,,,,0,,,,0,,3,,3,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,,0,0,,,0,0,,
1064,1,,,,0,,,,0,,,,0,0,414,,414,,,,0,,,,0,0,174,,174,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,465,,0,0,,0,0,,,0,1,,465
1065,1,1,285,285,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,14,14,,,,,0,,,,0,,,,0,,,,0,5422,,0,0,0,0,1,,5422,0,0,,
1069,1,1,8030,8030,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,82,82,,,,,0,,,,0,,,,0,,,,0,271,1,0,0,1,1,1,271,,0,0,,
1070,1,,,,0,,,,0,,,,0,1,306,306,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,101,101,,,,,0,,,,0,,,,0,,,,0,702,1,0,0,1,1,1,702,,0,0,,
1074,2,,,,0,,,,0,,,,0,1,133,133,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,40,40,,,,,0,,,,0,,,,0,,,,0,168,1,0,0,1,1,1,168,,0,0,,
1080,1,,,,0,,,,0,,,,0,1,228,228,,,,,0,,,,0,1,276,276,,,,,0,,,,0,,,,0,,,,0,1,161,161,,,,,0,,,,0,,,,0,,,,0,408,2,0,1,1,0,0,,,1,1,408,
1082,1,1,313,313,,,,,0,,,,0,,,,0,,,,0,,,,0,,113,,113,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,80,,0,0,,0,0,,,0,1,,80
1085,1,1,152,152,,,,,0,,,,0,,,,0,,,,0,,,,0,1,52,52,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,294,2,0,0,1,0,0,,,1,1,294,
1086,1,1,109,109,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,99,99,,,,,0,,,,0,,,,0,,,,0,180,1,0,0,1,1,1,180,,0,0,,
1087,1,0,35435,,35435,,,,0,,,,0,,,,0,,,,0,,,,0,0,141,,141,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,42,,0,0,,0,0,,,0,1,,42
1090,1,1,96,96,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,44,44,,,,,0,,,,0,,,,0,,,,0,196,1,0,0,1,1,1,196,,0,0,,
1091,1,1,204,204,,,,,0,,,,0,,,,0,,,,0,,,,0,1,166,166,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,335,2,0,0,1,0,0,,,1,1,335,
1093,1,1,124,124,,,,,0,,,,0,,,,0,,,,0,,,,0,1,110,110,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,233,2,0,0,1,0,0,,,1,1,233,
1094,1,,,,0,,,,0,,,,0,1,132,132,,,,,0,,,,0,,70,,70,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,67,,0,0,,0,0,,,0,1,,67
1095,1,,,,0,,,,0,,,,0,1,108,108,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,40,40,,,,,0,,,,0,,,,0,,,,0,179,1,0,0,1,1,1,179,,0,0,,
1096,1,1,112,112,,,,,0,,,,0,,,,0,,,,0,,,,0,0,145,,145,,,,0,,,,0,,,,0,,,,0,1,34,34,,,,,0,,,,0,,,,0,,,,0,246,1,1,0,0,0,1,,246,0,0,,
1097,1,,,,0,,,,0,,,,0,0,166,,166,,,,0,,,,0,0,21,,21,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,31,,0,0,,0,0,,,0,1,,31
1099,1,1,242,242,,,,,0,,,,0,,,,0,,,,0,,,,0,0,39,,39,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,288,2,0,0,1,0,0,,,1,1,288,
1104,1,,,,0,,,,0,,,,0,0,294,,294,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,252,252,,,,,0,,,,0,,,,0,,,,0,1276,1,0,0,1,1,1,1276,,0,0,,
1105,1,,,,0,,,,0,,,,0,1,150,150,,,,,0,,,,0,0,180,,180,,,,0,,,,0,,,,0,,,,0,1,28,28,,,,,0,,,,0,,,,0,,,,0,154,2,0,1,1,0,0,,,1,1,154,
1106,2,1,178,178,,,,,0,,,,0,1,75,75,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
1107,0,,,,0,,,,0,,,,0,1,361,361,,,,,0,,,,0,1,488,488,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,747,2,0,0,1,0,0,,,1,1,747,
1112,2,1,125,125,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,47,47,,,,,0,,,,0,,,,0,,,,0,172,1,0,0,1,1,1,172,,0,0,,
1118,1,1,235,235,,,,,0,,,,0,,,,0,,,,0,,,,0,1,283,283,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,216,2,0,0,1,0,0,,,1,1,216,
1119,2,1,133,133,,,,,0,,,,0,,,,0,,,,0,,,,0,1,288,288,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,377,2,0,0,0,0,0,,,0,1,,377
1121,1,1,140,140,,,,,0,,,,0,,,,0,,,,0,,,,0,1,166,166,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,333,2,0,0,1,0,0,,,1,1,333,
1122,1,,,,0,,,,0,,,,0,1,46,46,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,38,38,,,,,0,,,,0,,,,0,,,,0,190,1,0,0,0,0,1,,190,0,0,,
1125,0,0,199,,199,,,,0,,,,0,,,,0,,,,0,,,,0,0,20,,20,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,24,,0,0,,0,0,,,0,1,,24
1127,1,1,250,250,,,,,0,,,,0,,,,0,,,,0,,,,0,1,434,434,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,236,2,0,0,1,0,0,,,1,1,236,
1130,0,1,223,223,,,,,0,,,,0,,,,0,,,,0,,,,0,1,130,130,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,320,2,0,0,0,0,0,,,0,1,,320
1131,2,,,,0,,,,0,,,,0,1,172,172,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,45,45,,,,,0,,,,0,,,,0,,,,0,250,1,0,0,1,1,1,250,,0,0,,
1132,1,1,457,457,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,208,208,,,,,0,,,,0,,,,0,,,,0,624,1,0,0,1,1,1,624,,0,0,,
1133,2,0,69,,69,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,12,,12,,,,0,,,,0,,,,0,,,,0,49,,0,0,,0,1,,49,0,0,,
1134,1,1,543,543,,,,,0,,,,0,1,115,115,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
1135,2,1,164,164,,,,,0,,,,0,1,287,287,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
1139,1,,,,0,,,,0,,,,0,1,128,128,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,29,29,,,,,0,,,,0,,,,0,,,,0,156,,0,0,,0,1,,156,0,0,,
1142,2,1,168,168,,,,,0,,,,0,,,,0,,,,0,,,,0,1,159,159,,,,,0,,,,0,,,,0,,,,0,1,40,40,,,,,0,,,,0,,,,0,,,,0,286,1,1,0,1,1,1,286,,0,0,,
1147,1,1,53,53,,,,,0,,,,0,,,,0,,,,0,,,,0,0,76,,76,,,,0,,,,0,,,,0,,,,0,1,41,41,,,,,0,,,,0,,,,0,,,,0,107,2,0,1,1,0,0,,,1,1,107,
1149,2,1,161,161,,,,,0,,,,0,,,,0,,,,0,,,,0,1,91,91,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,187,2,0,0,1,0,0,,,1,1,187,
1152,2,,,,0,,,,0,,,,0,1,88,88,,,,,0,,,,0,0,600,,600,,,,0,,,,0,,,,0,,,,0,1,58,58,,,,,0,,,,0,,,,0,,,,0,614,2,0,1,1,0,0,,,1,1,614,
1155,1,1,189,189,,,,,0,,,,0,,,,0,,,,0,,,,0,0,103,,103,,,,0,,,,0,,,,0,,,,0,0,29,,29,,,,0,,,,0,,,,0,,,,0,188,2,0,1,0,0,0,,,0,1,,188
